FIPS_final,Name_final,stpuma,cbsa,metro_name,pct_supercluster1,pct_supercluster2,pct_supercluster3,pct_supercluster4,pct_supercluster5,pct_supercluster6,pct_supercluster7,pct_cluster1,pct_cluster2,pct_cluster3,pct_cluster4,pct_cluster5,pct_cluster6,pct_cluster7,pct_cluster8,pct_cluster9
26125c,"Oakland County, MI",2602906,19820,"Detroit-Warren-Dearborn, MI",.079147644,,,.13777778,.086592175,.29166666,.19504644,.086592175,.13777778,.19504644,.29166666,.079569891,.078125,,,
26125c,"Oakland County, MI",2602907,19820,"Detroit-Warren-Dearborn, MI",.09589041,,,.12888889,.13128492,.12916666,.13312693,.13128492,.12888889,.13312693,.12916666,.096774191,.09375,,,
26125c,"Oakland County, MI",2602908,19820,"Detroit-Warren-Dearborn, MI",.14916286,,,.13333334,.15642458,.10416666,.15479876,.15642458,.13333334,.15479876,.10416666,.14193548,.16666667,,,
26163a,"Detroit, MI",2603208,19820,"Detroit-Warren-Dearborn, MI",,,.21299639,.20183486,.22499999,.21052632,.29032257,.22312926,.19302949,.29032257,.21052632,.22499999,.20183486,,,
26163a,"Detroit, MI",2603209,19820,"Detroit-Warren-Dearborn, MI",,,.12815884,.22018349,.16111112,.18421052,.1827957,.16054422,.064343162,.1827957,.18421052,.16111112,.22018349,,,
26163a,"Detroit, MI",2603210,19820,"Detroit-Warren-Dearborn, MI",,,.21299639,.13761468,.20833333,.10526316,.10752688,.22585034,.18766756,.10752688,.10526316,.20833333,.13761468,,,
26163a,"Detroit, MI",2603211,19820,"Detroit-Warren-Dearborn, MI",,,.17599279,.22018349,.20277777,.28947368,.27956989,.19863945,.1313673,.27956989,.28947368,.20277777,.22018349,,,
26163a,"Detroit, MI",2603212,19820,"Detroit-Warren-Dearborn, MI",,,.26985559,.22018349,.20277777,.21052632,.13978495,.19183673,.42359251,.13978495,.21052632,.20277777,.22018349,,,
26163b,"Wayne County (excluding Detroit), MI",2603201,19820,"Detroit-Warren-Dearborn, MI",.083232813,,.051587302,.12128713,.090277776,.23275863,.23557693,.07171315,.088235296,.12128713,.23557693,.23275863,.090277776,.051587302,,
26163b,"Wayne County (excluding Detroit), MI",2603202,19820,"Detroit-Warren-Dearborn, MI",.10735826,,.051587302,.14851485,.125,.18965517,.15865384,.075697213,.12110727,.14851485,.15865384,.18965517,.125,.051587302,,
26163b,"Wayne County (excluding Detroit), MI",2603203,19820,"Detroit-Warren-Dearborn, MI",.15922798,,.25793651,.14108911,.16666667,.13793103,.25,.27490041,.10899654,.14108911,.25,.13793103,.16666667,.25793651,,
26163b,"Wayne County (excluding Detroit), MI",2603204,19820,"Detroit-Warren-Dearborn, MI",.13027744,,.11904762,.13613862,.22222222,.077586204,.072115384,.11155379,.1384083,.13613862,.072115384,.077586204,.22222222,.11904762,,
26163b,"Wayne County (excluding Detroit), MI",2603205,19820,"Detroit-Warren-Dearborn, MI",.1363088,,.11507937,.10148515,.11805555,.0086206896,.052884616,.13147411,.1384083,.10148515,.052884616,.0086206896,.11805555,.11507937,,
26163b,"Wayne County (excluding Detroit), MI",2603206,19820,"Detroit-Warren-Dearborn, MI",.11218335,,.079365082,.11633664,.10416666,.068965517,.057692308,.059760958,.13494809,.11633664,.057692308,.068965517,.10416666,.079365082,,
26163b,"Wayne County (excluding Detroit), MI",2603207,19820,"Detroit-Warren-Dearborn, MI",.15078408,,.1388889,.11881188,.083333336,.043103449,.057692308,.15139443,.15051903,.11881188,.057692308,.043103449,.083333336,.1388889,,
26163b,"Wayne County (excluding Detroit), MI",2603213,19820,"Detroit-Warren-Dearborn, MI",.12062726,,.18650794,.11633664,.090277776,.24137931,.11538462,.12350598,.11937717,.11633664,.11538462,.24137931,.090277776,.18650794,,
27053c,"Hennepin County, MN",2701401,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",.044164039,.13492064,,.15000001,.041322313,.19292605,.029411765,.044164039,.13492064,.19292605,.029411765,.15000001,.041322313,,,
27053c,"Hennepin County, MN",2701402,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",.018927446,.015873017,,.07272727,.05785124,.090032153,.073529415,.018927446,.015873017,.090032153,.073529415,.07272727,.05785124,,,
27053c,"Hennepin County, MN",2701403,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",.082018927,.14285715,,.050000001,.11570248,.051446944,.11764706,.082018927,.14285715,.051446944,.11764706,.050000001,.11570248,,,
27053c,"Hennepin County, MN",2701404,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",.10094637,.071428575,,.086363636,.05785124,.064308681,.029411765,.10094637,.071428575,.064308681,.029411765,.086363636,.05785124,,,
27053c,"Hennepin County, MN",2701405,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",.25236592,.17460318,,.090909094,.23140496,.070739552,.11764706,.25236592,.17460318,.070739552,.11764706,.090909094,.23140496,,,
27053c,"Hennepin County, MN",2701406,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",.14195584,.063492067,,.12272727,.1322314,.051446944,.11764706,.14195584,.063492067,.051446944,.11764706,.12272727,.1322314,,,
27053c,"Hennepin County, MN",2701407,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",.12302839,.095238097,,.10454545,.18181819,.1221865,.20588236,.12302839,.095238097,.1221865,.20588236,.10454545,.18181819,,,
27053c,"Hennepin County, MN",2701408,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",.059936907,.039682541,,.11818182,.03305785,.18006431,.11764706,.059936907,.039682541,.18006431,.11764706,.11818182,.03305785,,,
27053c,"Hennepin County, MN",2701409,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",.050473187,.079365082,,.11363637,.024793388,.096463025,.073529415,.050473187,.079365082,.096463025,.073529415,.11363637,.024793388,,,
27053c,"Hennepin County, MN",2701410,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",.12618296,.18253969,,.090909094,.12396694,.080385849,.11764706,.12618296,.18253969,.080385849,.11764706,.090909094,.12396694,,,
27123c,"Ramsey County, MN",2701301,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",.1396648,.19117647,,,.14569536,.25842696,.23999999,.17647059,.03125,.23999999,.25842696,.1396648,.19117647,,,
27123c,"Ramsey County, MN",2701302,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",.13407822,.088235296,,,.19205298,.11235955,.079999998,.21008404,.125,.079999998,.11235955,.13407822,.088235296,,,
27123c,"Ramsey County, MN",2701303,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",.45810056,.42647058,,,.37086093,.25842696,.31999999,.37815127,.34375,.31999999,.25842696,.45810056,.42647058,,,
27123c,"Ramsey County, MN",2701304,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",.26815644,.29411766,,,.29139072,.37078652,.36000001,.23529412,.5,.36000001,.37078652,.26815644,.29411766,,,
29095c,"Jackson County, MO",2901001,28140,"Kansas City, MO-KS",.32682061,,,.256917,.34177214,.270073,.3888889,.3888889,.270073,.256917,.34177214,.36125654,.25414366,,,
29095c,"Jackson County, MO",2901002,28140,"Kansas City, MO-KS",.19360569,,,.20553359,.17721519,.10948905,.055555556,.055555556,.10948905,.20553359,.17721519,.17539267,.23204421,,,
29095c,"Jackson County, MO",2901003,28140,"Kansas City, MO-KS",.16341031,,,.16996047,.20253165,.23357664,.14814815,.14814815,.23357664,.16996047,.20253165,.14921466,.19337016,,,
29095c,"Jackson County, MO",2901004,28140,"Kansas City, MO-KS",.065719359,,,.11462451,.075949363,.15328467,.037037037,.037037037,.15328467,.11462451,.075949363,.060209423,.077348068,,,
29095c,"Jackson County, MO",2901005,28140,"Kansas City, MO-KS",.25044405,,,.25296444,.20253165,.23357664,.37037036,.37037036,.23357664,.25296444,.20253165,.25392669,.24309392,,,
29189c,"St. Louis County, MO",2901801,41180,"St. Louis, MO-IL",.17602041,,.22123894,.068702288,.1696113,.040358745,.023255814,.18378378,.22123894,.1696113,.068702288,.045454547,.023255814,.040358745,,
29189c,"St. Louis County, MO",2901802,41180,"St. Louis, MO-IL",.14540817,,.19469027,.14503817,.12367491,.076233186,.079069771,.15135135,.19469027,.12367491,.14503817,.045454547,.079069771,.076233186,,
29189c,"St. Louis County, MO",2901803,41180,"St. Louis, MO-IL",.23214285,,.2920354,.099236645,.25795054,.058295965,.088372096,.23513514,.2920354,.25795054,.099236645,.18181819,.088372096,.058295965,,
29189c,"St. Louis County, MO",2901804,41180,"St. Louis, MO-IL",.066326529,,.07079646,.1221374,.10954063,.13004485,.19069767,.064864866,.07079646,.10954063,.1221374,.090909094,.19069767,.13004485,,
29189c,"St. Louis County, MO",2901805,41180,"St. Louis, MO-IL",.043367349,,.017699115,.076335877,.060070671,.34080717,.2511628,.045945946,.017699115,.060070671,.076335877,,.2511628,.34080717,,
29189c,"St. Louis County, MO",2901806,41180,"St. Louis, MO-IL",.068877548,,.017699115,.1221374,.060070671,.058295965,.11162791,.059459459,.017699115,.060070671,.1221374,.22727273,.11162791,.058295965,,
29189c,"St. Louis County, MO",2901807,41180,"St. Louis, MO-IL",.15051021,,.11504425,.16793893,.12014134,.1838565,.11162791,.14324324,.11504425,.12014134,.16793893,.27272728,.11162791,.1838565,,
29189c,"St. Louis County, MO",2901808,41180,"St. Louis, MO-IL",.11734694,,.07079646,.19847329,.098939933,.11210762,.14418605,.11621621,.07079646,.098939933,.19847329,.13636364,.14418605,.11210762,,
31055c,"Douglas County, NE",3100901,36540,"Omaha-Council Bluffs, NE-IA",.19108281,.21666667,.11111111,.36697248,.26530612,.375,.27027026,.36697248,.26530612,.375,.27027026,.11111111,.29113925,.21666667,.089743592,
31055c,"Douglas County, NE",3100902,36540,"Omaha-Council Bluffs, NE-IA",.095541403,.30000001,.031746034,.22018349,.20408164,.33333334,.21621622,.22018349,.20408164,.33333334,.21621622,.031746034,.17721519,.30000001,.012820513,
31055c,"Douglas County, NE",3100903,36540,"Omaha-Council Bluffs, NE-IA",.29936305,.25,.34920636,.22935779,.3877551,.13541667,.16216215,.22935779,.3877551,.13541667,.16216215,.34920636,.21518987,.25,.38461539,
31055c,"Douglas County, NE",3100904,36540,"Omaha-Council Bluffs, NE-IA",.41401273,.23333333,.50793654,.18348624,.14285715,.15625,.35135135,.18348624,.14285715,.15625,.35135135,.50793654,.31645569,.23333333,.51282054,
32003a,"Las Vegas, NV",3200401,29820,"Las Vegas-Henderson-Paradise, NV",.14115898,,.11450382,.19374999,.18877551,.2263158,.20987654,.11450382,.14115898,.2263158,.20987654,.18877551,.19374999,,,
32003a,"Las Vegas, NV",3200402,29820,"Las Vegas-Henderson-Paradise, NV",.13372956,,.11450382,.175,.20918368,.15263158,.074074075,.11450382,.13372956,.15263158,.074074075,.20918368,.175,,,
32003a,"Las Vegas, NV",3200405,29820,"Las Vegas-Henderson-Paradise, NV",.39673105,,.38549617,.20937499,.26020408,.1,.14814815,.38549617,.39673105,.1,.14814815,.26020408,.20937499,,,
32003a,"Las Vegas, NV",3200406,29820,"Las Vegas-Henderson-Paradise, NV",.22288261,,.29389313,.184375,.17857143,.094736844,.13580246,.29389313,.22288261,.094736844,.13580246,.17857143,.184375,,,
32003a,"Las Vegas, NV",3200407,29820,"Las Vegas-Henderson-Paradise, NV",.10549777,,.091603056,.2375,.1632653,.42631578,.43209878,.091603056,.10549777,.42631578,.43209878,.1632653,.2375,,,
32003b,"Clark County (excluding Las Vegas), NV",3200403,29820,"Las Vegas-Henderson-Paradise, NV",.18701096,.11483254,,.078947365,.1232493,.070615031,.077922076,.18701096,.1232493,.070615031,.077922076,.11483254,.078947365,,,
32003b,"Clark County (excluding Las Vegas), NV",3200404,29820,"Las Vegas-Henderson-Paradise, NV",.16744915,.12200957,,.13157895,.14145659,.050113894,.051948052,.16744915,.14145659,.050113894,.051948052,.12200957,.13157895,,,
32003b,"Clark County (excluding Las Vegas), NV",3200408,29820,"Las Vegas-Henderson-Paradise, NV",.11580595,.19138756,,.15037593,.15686275,.22095671,.14285715,.11580595,.15686275,.22095671,.14285715,.19138756,.15037593,,,
32003b,"Clark County (excluding Las Vegas), NV",3200409,29820,"Las Vegas-Henderson-Paradise, NV",.15023474,.1076555,,.14285715,.14145659,.14578588,.16883117,.15023474,.14145659,.14578588,.16883117,.1076555,.14285715,,,
32003b,"Clark County (excluding Las Vegas), NV",3200410,29820,"Las Vegas-Henderson-Paradise, NV",.16197184,.14354067,,.10526316,.10084034,.082004555,.077922076,.16197184,.10084034,.082004555,.077922076,.14354067,.10526316,,,
32003b,"Clark County (excluding Las Vegas), NV",3200411,29820,"Las Vegas-Henderson-Paradise, NV",.074334897,.11004785,,.19172932,.14285715,.23234624,.14285715,.074334897,.14285715,.23234624,.14285715,.11004785,.19172932,,,
32003b,"Clark County (excluding Las Vegas), NV",3200412,29820,"Las Vegas-Henderson-Paradise, NV",.077464789,.11004785,,.13533835,.10644258,.088838272,.20779221,.077464789,.10644258,.088838272,.20779221,.11004785,.13533835,,,
32003b,"Clark County (excluding Las Vegas), NV",3200413,29820,"Las Vegas-Henderson-Paradise, NV",.065727696,.10047847,,.063909777,.086834736,.10933941,.12987013,.065727696,.086834736,.10933941,.12987013,.10047847,.063909777,,,
34003c,"Bergen County, NJ",3400301,35620,"New York-Newark-Jersey City, NY-NJ-PA",.13426854,,.1875,.14044943,.12264151,.075170845,.10416666,.13426854,.1875,.075170845,.10416666,.14044943,.12264151,,,
34003c,"Bergen County, NJ",3400302,35620,"New York-Newark-Jersey City, NY-NJ-PA",.1523046,,.17857143,.14606741,.18396227,.10022779,.140625,.1523046,.17857143,.10022779,.140625,.14606741,.18396227,,,
34003c,"Bergen County, NJ",3400303,35620,"New York-Newark-Jersey City, NY-NJ-PA",.17835671,,.22321428,.15730338,.16509435,.12300684,.26041666,.17835671,.22321428,.12300684,.26041666,.15730338,.16509435,,,
34003c,"Bergen County, NJ",3400304,35620,"New York-Newark-Jersey City, NY-NJ-PA",.19238476,,.20535715,.12359551,.1273585,.077448748,.046875,.19238476,.20535715,.077448748,.046875,.12359551,.1273585,,,
34003c,"Bergen County, NJ",3400305,35620,"New York-Newark-Jersey City, NY-NJ-PA",.086172342,,.044642858,.10674157,.10849056,.15034169,.14583333,.086172342,.044642858,.15034169,.14583333,.10674157,.10849056,,,
34003c,"Bergen County, NJ",3400306,35620,"New York-Newark-Jersey City, NY-NJ-PA",.07014028,,.017857144,.11797753,.089622639,.16173121,.088541664,.07014028,.017857144,.16173121,.088541664,.11797753,.089622639,,,
34003c,"Bergen County, NJ",3400307,35620,"New York-Newark-Jersey City, NY-NJ-PA",.12224449,,.098214284,.10112359,.10377359,.10250569,.140625,.12224449,.098214284,.10250569,.140625,.10112359,.10377359,,,
34003c,"Bergen County, NJ",3400308,35620,"New York-Newark-Jersey City, NY-NJ-PA",.064128257,,.044642858,.10674157,.099056602,.2095672,.072916664,.064128257,.044642858,.2095672,.072916664,.10674157,.099056602,,,
34007c,"Camden County, NJ",3402101,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",.36141303,,.39181286,.14705883,.25628141,.069767445,.12903225,.14705883,.25628141,.39181286,.36141303,.12903225,.069767445,,,
34007c,"Camden County, NJ",3402102,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",.25543478,,.24561404,.33823529,.32160804,.24418604,.29032257,.33823529,.32160804,.24561404,.25543478,.29032257,.24418604,,,
34007c,"Camden County, NJ",3402103,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",.27173913,,.2748538,.2647059,.32160804,.1744186,.18548387,.2647059,.32160804,.2748538,.27173913,.18548387,.1744186,,,
34007c,"Camden County, NJ",3402104,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",.11141305,,.087719299,.25,.10050251,.51162791,.3951613,.25,.10050251,.087719299,.11141305,.3951613,.51162791,,,
34013c,"Essex County, NJ",3401301,35620,"New York-Newark-Jersey City, NY-NJ-PA",.2772074,.27488151,.30833334,.16606498,.25454545,.06849315,.12380952,.2772074,.29113925,.2264151,.16606498,.16363636,.079999998,.06849315,.30833334,.25454545
34013c,"Essex County, NJ",3401302,35620,"New York-Newark-Jersey City, NY-NJ-PA",.2936345,.2085308,.30833334,.22743683,.19090909,.10958904,.080952384,.2936345,.18987341,.26415095,.22743683,.12727273,.029999999,.10958904,.30833334,.19090909
34013c,"Essex County, NJ",3401401,35620,"New York-Newark-Jersey City, NY-NJ-PA",.10882957,.13744076,.079166666,.15162455,.16363636,.21917808,.17142858,.10882957,.14556962,.11320755,.15162455,.22727273,.11,.21917808,.079166666,.16363636
34013c,"Essex County, NJ",3401402,35620,"New York-Newark-Jersey City, NY-NJ-PA",.2422998,.22748815,.22916667,.3068592,.28181818,.13013698,.16666667,.2422998,.23417722,.20754717,.3068592,.17272727,.16,.13013698,.22916667,.28181818
34013c,"Essex County, NJ",3401403,35620,"New York-Newark-Jersey City, NY-NJ-PA",.045174539,.080568723,.037500001,.093862817,.036363635,.23287672,.25238097,.045174539,.082278483,.075471699,.093862817,.14545454,.37,.23287672,.037500001,.036363635
34013c,"Essex County, NJ",3401404,35620,"New York-Newark-Jersey City, NY-NJ-PA",.032854211,.07109005,.037500001,.054151624,.07272727,.23972602,.20476191,.032854211,.056962024,.11320755,.054151624,.16363636,.25,.23972602,.037500001,.07272727
34017c,"Hudson County, NJ",3400601,35620,"New York-Newark-Jersey City, NY-NJ-PA",.17118645,,.16666667,.2,.22169812,.31521741,.32378224,.22169812,.2,.17118645,.16666667,.32378224,.31521741,,,
34017c,"Hudson County, NJ",3400602,35620,"New York-Newark-Jersey City, NY-NJ-PA",.19491525,,.20952381,.16923077,.21698113,.15217391,.12893982,.21698113,.16923077,.19491525,.20952381,.12893982,.15217391,,,
34017c,"Hudson County, NJ",3400701,35620,"New York-Newark-Jersey City, NY-NJ-PA",.21186441,,.27142859,.15384616,.1981132,.17391305,.1461318,.1981132,.15384616,.21186441,.27142859,.1461318,.17391305,,,
34017c,"Hudson County, NJ",3400702,35620,"New York-Newark-Jersey City, NY-NJ-PA",.16949153,,.19047619,.23076923,.11320755,.2173913,.25214899,.11320755,.23076923,.16949153,.19047619,.25214899,.2173913,,,
34017c,"Hudson County, NJ",3400703,35620,"New York-Newark-Jersey City, NY-NJ-PA",.25254238,,.16190477,.24615385,.25,.14130434,.14899713,.25,.24615385,.25254238,.16190477,.14899713,.14130434,,,
34023c,"Middlesex County, NJ",3400901,35620,"New York-Newark-Jersey City, NY-NJ-PA",.10526316,,.072625697,.17894737,.13043478,.13235295,.06122449,.10526316,.072625697,.13235295,.06122449,.13043478,.17894737,,,
34023c,"Middlesex County, NJ",3400902,35620,"New York-Newark-Jersey City, NY-NJ-PA",.095141701,,.083798885,.1368421,.11594203,.18627451,.15646258,.095141701,.083798885,.18627451,.15646258,.11594203,.1368421,,,
34023c,"Middlesex County, NJ",3400903,35620,"New York-Newark-Jersey City, NY-NJ-PA",.15384616,,.10614525,.21052632,.10628019,.16176471,.14965986,.15384616,.10614525,.16176471,.14965986,.10628019,.21052632,,,
34023c,"Middlesex County, NJ",3400904,35620,"New York-Newark-Jersey City, NY-NJ-PA",.10121457,,.078212291,.16842106,.14975846,.19362745,.23809524,.10121457,.078212291,.19362745,.23809524,.14975846,.16842106,,,
34023c,"Middlesex County, NJ",3400905,35620,"New York-Newark-Jersey City, NY-NJ-PA",.1417004,,.12290503,.11578947,.14009662,.095588237,.14965986,.1417004,.12290503,.095588237,.14965986,.14009662,.11578947,,,
34023c,"Middlesex County, NJ",3400906,35620,"New York-Newark-Jersey City, NY-NJ-PA",.21862349,,.25139666,.08421053,.20289855,.15441176,.12244898,.21862349,.25139666,.15441176,.12244898,.20289855,.08421053,,,
34023c,"Middlesex County, NJ",3400907,35620,"New York-Newark-Jersey City, NY-NJ-PA",.18421052,,.28491619,.10526316,.15458937,.075980395,.12244898,.18421052,.28491619,.075980395,.12244898,.15458937,.10526316,,,
34025c,"Monmouth County, NJ",3401101,35620,"New York-Newark-Jersey City, NY-NJ-PA",.14848486,,.24509804,.15811966,.1754386,.14093959,.14102565,.14848486,.15811966,.24509804,.1754386,.14102565,.14093959,,,
34025c,"Monmouth County, NJ",3401102,35620,"New York-Newark-Jersey City, NY-NJ-PA",.16666667,,.078431375,.15811966,.21052632,.16778524,.17948718,.16666667,.15811966,.078431375,.21052632,.17948718,.16778524,,,
34025c,"Monmouth County, NJ",3401103,35620,"New York-Newark-Jersey City, NY-NJ-PA",.24242425,,.34313726,.18803419,.21052632,.18120806,.13675214,.24242425,.18803419,.34313726,.21052632,.13675214,.18120806,,,
34025c,"Monmouth County, NJ",3401104,35620,"New York-Newark-Jersey City, NY-NJ-PA",.15151516,,.15686275,.1965812,.15789473,.20805369,.1965812,.15151516,.1965812,.15686275,.15789473,.1965812,.20805369,,,
34025c,"Monmouth County, NJ",3401105,35620,"New York-Newark-Jersey City, NY-NJ-PA",.16060606,,.098039217,.17948718,.12280702,.147651,.2008547,.16060606,.17948718,.098039217,.12280702,.2008547,.147651,,,
34025c,"Monmouth County, NJ",3401106,35620,"New York-Newark-Jersey City, NY-NJ-PA",.13030303,,.078431375,.11965812,.12280702,.15436241,.14529915,.13030303,.11965812,.078431375,.12280702,.14529915,.15436241,,,
34029c,"Ocean County, NJ",3401201,35620,"New York-Newark-Jersey City, NY-NJ-PA",.13872832,.1849315,,.24844721,.1970803,.3255814,.25210086,.13602941,.1849315,.14864865,.24844721,.1970803,.25210086,.3255814,,
34029c,"Ocean County, NJ",3401202,35620,"New York-Newark-Jersey City, NY-NJ-PA",.26878613,.24657534,,.24223602,.14598539,.13953489,.15966387,.27573529,.24657534,.24324325,.24223602,.14598539,.15966387,.13953489,,
34029c,"Ocean County, NJ",3401203,35620,"New York-Newark-Jersey City, NY-NJ-PA",.24566475,.12328767,,.10559006,.28467155,.1627907,.18487395,.20220588,.12328767,.4054054,.10559006,.28467155,.18487395,.1627907,,
34029c,"Ocean County, NJ",3401204,35620,"New York-Newark-Jersey City, NY-NJ-PA",.14161849,.21917808,,.10559006,.16788322,.10465116,.12605043,.15073529,.21917808,.10810811,.10559006,.16788322,.12605043,.10465116,,
34029c,"Ocean County, NJ",3401205,35620,"New York-Newark-Jersey City, NY-NJ-PA",.20520231,.2260274,,.29813665,.20437956,.26744187,.27731094,.23529412,.2260274,.094594598,.29813665,.20437956,.27731094,.26744187,,
34031c,"Passaic County, NJ",3400400,35620,"New York-Newark-Jersey City, NY-NJ-PA",.43298969,.31746033,.5,.29508197,.37908497,.072916664,.25688073,.43298969,.31746033,.5,.25688073,.072916664,.37908497,.29508197,,
34031c,"Passaic County, NJ",3400501,35620,"New York-Newark-Jersey City, NY-NJ-PA",.34536082,.34126985,.28735632,.24590164,.29411766,.20833333,.28440368,.34536082,.34126985,.28735632,.28440368,.20833333,.29411766,.24590164,,
34031c,"Passaic County, NJ",3400502,35620,"New York-Newark-Jersey City, NY-NJ-PA",.12371134,.15079366,.1091954,.21311475,.17647059,.22916667,.22018349,.12371134,.15079366,.1091954,.22018349,.22916667,.17647059,.21311475,,
34031c,"Passaic County, NJ",3400503,35620,"New York-Newark-Jersey City, NY-NJ-PA",.097938143,.19047619,.10344828,.24590164,.1503268,.48958334,.23853211,.097938143,.19047619,.10344828,.23853211,.48958334,.1503268,.24590164,,
34039c,"Union County, NJ",3401800,35620,"New York-Newark-Jersey City, NY-NJ-PA",.34328359,,.46456692,.24157304,.41176471,.012820513,.1402439,.34328359,.24157304,.46456692,.41176471,.012820513,.1402439,,,
34039c,"Union County, NJ",3401901,35620,"New York-Newark-Jersey City, NY-NJ-PA",.20149253,,.14173229,.20224719,.15686275,.14102565,.25609756,.20149253,.20224719,.14173229,.15686275,.14102565,.25609756,,,
34039c,"Union County, NJ",3401902,35620,"New York-Newark-Jersey City, NY-NJ-PA",.059701491,,.062992126,.10674157,.039215688,.51282054,.25,.059701491,.10674157,.062992126,.039215688,.51282054,.25,,,
34039c,"Union County, NJ",3401903,35620,"New York-Newark-Jersey City, NY-NJ-PA",.14925373,,.18110237,.19662921,.13725491,.14102565,.12804878,.14925373,.19662921,.18110237,.13725491,.14102565,.12804878,,,
34039c,"Union County, NJ",3401904,35620,"New York-Newark-Jersey City, NY-NJ-PA",.24626866,,.1496063,.25280899,.25490198,.1923077,.22560975,.24626866,.25280899,.1496063,.25490198,.1923077,.22560975,,,
35001a,"Albuquerque, NM",3500801,10740,"Albuquerque, NM",.05179283,.14179105,.1,.13438736,.10588235,.29069766,.23913044,.13438736,.10588235,.1,.05179283,.14179105,.29069766,.23913044,,
35001a,"Albuquerque, NM",3500802,10740,"Albuquerque, NM",.13147411,.11940298,.14375,.18577075,.16470589,.27906978,.17391305,.18577075,.16470589,.14375,.13147411,.11940298,.27906978,.17391305,,
35001a,"Albuquerque, NM",3500803,10740,"Albuquerque, NM",.21912351,.12686567,.19374999,.20158103,.15294118,.08139535,.17391305,.20158103,.15294118,.19374999,.21912351,.12686567,.08139535,.17391305,,
35001a,"Albuquerque, NM",3500804,10740,"Albuquerque, NM",.20318726,.10447761,.14375,.11857708,.14117648,.16860466,.2173913,.11857708,.14117648,.14375,.20318726,.10447761,.16860466,.2173913,,
35001a,"Albuquerque, NM",3500805,10740,"Albuquerque, NM",.11553785,.2238806,.125,.20553359,.24705882,.11627907,.15217391,.20553359,.24705882,.125,.11553785,.2238806,.11627907,.15217391,,
35001a,"Albuquerque, NM",3500806,10740,"Albuquerque, NM",.27888447,.28358209,.29374999,.1541502,.1882353,.063953489,.043478262,.1541502,.1882353,.29374999,.27888447,.28358209,.063953489,.043478262,,
36005a,"The Bronx, New York City",3603701,35620,"New York-Newark-Jersey City, NY-NJ-PA",.03960396,.060324825,.036764707,.076388888,.056027167,.22857143,.070370369,.036764707,.03960396,.056027167,.060324825,.076388888,.07185629,.22857143,.067961164,
36005a,"The Bronx, New York City",3603702,35620,"New York-Newark-Jersey City, NY-NJ-PA",.091809183,.097447798,.088235296,.13194445,.10865875,.085714288,.14074074,.088235296,.091809183,.10865875,.097447798,.13194445,.1497006,.085714288,.1262136,
36005a,"The Bronx, New York City",3603703,35620,"New York-Newark-Jersey City, NY-NJ-PA",.03870387,.046403714,.025,.0625,.047538199,.14285715,.037037037,.025,.03870387,.047538199,.046403714,.0625,.041916169,.14285715,.029126214,
36005a,"The Bronx, New York City",3603704,35620,"New York-Newark-Jersey City, NY-NJ-PA",.087308727,.099767983,.089705884,.125,.11035654,.30476192,.11111111,.089705884,.087308727,.11035654,.099767983,.125,.083832338,.30476192,.15533981,
36005a,"The Bronx, New York City",3603705,35620,"New York-Newark-Jersey City, NY-NJ-PA",.13501351,.12993039,.13676471,.14583333,.14601019,.03809524,.13703704,.13676471,.13501351,.14601019,.12993039,.14583333,.13772455,.03809524,.13592233,
36005a,"The Bronx, New York City",3603706,35620,"New York-Newark-Jersey City, NY-NJ-PA",.086408637,.10208817,.10147059,.055555556,.061120544,.057142857,.12962963,.10147059,.086408637,.061120544,.10208817,.055555556,.13772455,.057142857,.11650486,
36005a,"The Bronx, New York City",3603707,35620,"New York-Newark-Jersey City, NY-NJ-PA",.13141315,.11832947,.14264706,.041666668,.095076397,.057142857,.1037037,.14264706,.13141315,.095076397,.11832947,.041666668,.1017964,.057142857,.10679612,
36005a,"The Bronx, New York City",3603708,35620,"New York-Newark-Jersey City, NY-NJ-PA",.10261026,.085846871,.092647061,.10416666,.095076397,.01904762,.070370369,.092647061,.10261026,.095076397,.085846871,.10416666,.07185629,.01904762,.067961164,
36005a,"The Bronx, New York City",3603709,35620,"New York-Newark-Jersey City, NY-NJ-PA",.13321333,.13689095,.15147059,.1388889,.1426146,.057142857,.12592593,.15147059,.13321333,.1426146,.13689095,.1388889,.13173653,.057142857,.11650486,
